"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"CAALFM_C100430WA",928.784687433239,-0.00205749946247268,0.0553881185914371,0.842606980396392,0.99970875222106
"CAALFM_C100440WA",4735.67861179851,0.0129935959883677,0.0552645006342125,0.597365832716622,0.99970875222106
"CAALFM_C100450CA",2285.96381995071,-0.00363616940554459,0.0560855658298726,0.685940612568757,0.99970875222106
"CAALFM_C100460WA",2809.4704725446,-0.00217186724886984,0.0562396002156546,0.763799063666324,0.99970875222106
"CAALFM_C100470CA",962.586605526571,0.00942988494179789,0.0543546786759172,0.587070014548361,0.99970875222106
"CAALFM_C100480CA",4385.98378769745,-0.00161275742189775,0.0563195017150837,0.799500964547205,0.99970875222106
"CAALFM_C100490CA",4844.75600577357,0.000409386415608278,0.056353688671552,0.967807281141464,0.99970875222106
"CAALFM_C100500CA",5025.22264666047,-0.000441967175795206,0.0560796237287157,0.952193570677756,0.99970875222106
"CAALFM_C100510WA",1194.90491026333,-0.00285655329222673,0.0563489916272079,0.67486176907593,0.99970875222106
"CAALFM_C100520WA",808.216113094073,0.00171462197018674,0.0552555626886223,0.887458113771254,0.99970875222106
"CAALFM_C100530CA",935.782653275805,-0.00328019573849154,0.0553747729165865,0.787982844069813,0.99970875222106
"CAALFM_C100540CA",1336.80713195087,-0.000945260459867853,0.056122742175229,0.900578664965581,0.99970875222106
"CAALFM_C100550WA",739.672282606754,0.00353127293223287,0.056437907569413,0.596488639836245,0.99970875222106
"CAALFM_C100560WA",1078.15562677208,-0.000122097399124423,0.0564987527609206,0.971217942819074,0.99970875222106
"CAALFM_C100570CA",440.808955198735,0.00893639567711413,0.0563790553343379,0.437805667380892,0.99970875222106
"CAALFM_C100580WA",409.349358338205,0.000674597259651235,0.0563355237791979,0.916690550389929,0.99970875222106
"CAALFM_C100590WA",23623.1020706755,-0.000609714956443494,0.0565250802149201,0.870793341607001,0.99970875222106
"CAALFM_C100600WA",1235.81932394665,0.00657193231653134,0.0548286516473199,0.672675324334778,0.99970875222106
"CAALFM_C100610WA",3498.15303582359,0.00141608784133371,0.0559545510732344,0.859345463201857,0.99970875222106
"CAALFM_C100620WA",1200.00264335807,-0.00255527141324819,0.0540523916432132,0.874116318109567,0.99970875222106
"CAALFM_C100630WA",322.720568986342,0.00264278789139511,0.0565250401864988,0.60941981640955,0.99970875222106
"CAALFM_C100640CA",4792.24347288788,-0.000754586869626583,0.0565408404949564,0.836428726335616,0.99970875222106
"CAALFM_C100650CA",2082.37897062711,0.00436244972144622,0.055291880128341,0.741274380885767,0.99970875222106
"CAALFM_C100660CA",1233.77607777728,0.00345387323872038,0.0553117993438765,0.781821309995938,0.99970875222106
"CAALFM_C100670CA",358.959149177748,0.00695304175687804,0.0565225036409827,0.452542131512825,0.99970875222106
"CAALFM_C100680WA",314.940161448452,0.000823714903236173,0.0540098672123916,0.961115151809028,0.99970875222106
"CAALFM_C100690WA",512.440703746806,0.00564004548003993,0.0564161993857295,0.511848854237034,0.99970875222106
"CAALFM_C100700WA",937.5340708333,-0.00153020124103552,0.0563822983898647,0.794593787551739,0.99970875222106
"CAALFM_C100710CA",9583.07391344745,-0.00597600562847838,0.0539035821047437,0.732830392804979,0.99970875222106
"CAALFM_C100720WA",4.41119356300452,-0.00317546873765039,0.0567013673284541,0.337670040573998,0.99970875222106
"CAALFM_C100730CA",2183.39639311372,0.00215397733110282,0.0538371141735054,0.899781578153033,0.99970875222106
"CAALFM_C100740CA",4511.41875129163,-0.00303215618972326,0.0563342557908043,0.665205951164764,0.99970875222106
"CAALFM_C100750CA",1192.86742927303,0.00341541890907385,0.0563100160045082,0.652416819209399,0.99970875222106
"CAALFM_C100760WA",932.037662626176,8.40788546988366e-05,0.0554183285243309,0.996384068306725,0.99970875222106
"CAALFM_C100770CA",298.039338721804,0.00265756647159585,0.0556477280398675,0.814800191677534,0.99970875222106
"CAALFM_C100780CA",109.519841686614,0.00276982384786711,0.0565391864746186,0.586627749971624,0.99970875222106
"CAALFM_C100790WA",120.356053566929,-0.00321883538038615,0.0558148677130527,0.753838185687674,0.99970875222106
"CAALFM_C100800CA",2166.87219045882,-0.00086649715151133,0.056415158649005,0.869682043952532,0.99970875222106
"CAALFM_C100810WA",314.371556826911,-0.000540734146100194,0.0557478149051885,0.954684456191498,0.99970875222106
"CAALFM_C100820WA",173.536580101859,0.00108530804664818,0.0554910627057192,0.925042445726616,0.99970875222106
"CAALFM_C100830WA",355.45855192753,0.00126323190075785,0.0564855443068627,0.794659995292749,0.99970875222106
"CAALFM_C100840CA",1662.29013637186,-0.00182996719470009,0.0547148277341689,0.898276998823083,0.99970875222106
"CAALFM_C100860WA",329.923995371788,-0.00339330264088167,0.0562798481184151,0.656501640009582,0.99970875222106
"CAALFM_C100870WA",2223.06653784926,0.00387888951648585,0.0563883995764026,0.596645190821992,0.99970875222106
"CAALFM_C100880WA",116.682602675864,0.00277900688609804,0.0564265435488517,0.655262567665365,0.99970875222106
"CAALFM_C100890WA",692.408834257873,0.00226242007231021,0.0546708600803484,0.882263067789866,0.99970875222106
"CAALFM_C100900WA",1470.53820963455,-0.000260548941917669,0.0565891139912184,0.920267627478239,0.99970875222106
"CAALFM_C100910WA",344.562402037475,-0.00303417358412382,0.0561469401048807,0.71354275169074,0.99970875222106
"CAALFM_C100920WA",833.142270557584,-0.000726171365607957,0.0537846840108261,0.959132777088726,0.99970875222106
"CAALFM_C100930CA",5534.58104254028,0.00646054802647091,0.0551804778371736,0.656712901264313,0.99970875222106
"CAALFM_C100940WA",866.58537405199,-0.00345654511414876,0.0561979121312478,0.672993679797315,0.99970875222106
"CAALFM_C100950CA",4763.85297678751,0.0111697458624604,0.0545928050336518,0.554543469888054,0.99970875222106
"CAALFM_C100960CA",1379.37414454536,0.0103931863921478,0.053560550816943,0.581245530728744,0.99970875222106
"CAALFM_C100970WA",148.651820424804,-0.00822145622231947,0.0557314343048772,0.546702182327673,0.99970875222106
"CAALFM_C100980WA",1159.26754398367,-0.00259229140012618,0.056434384423248,0.659304640298243,0.99970875222106
"CAALFM_C100990CA",2908.96938757507,-0.000885101734927423,0.0565276431301789,0.820813756471186,0.99970875222106
"CAALFM_C101000CA",504.336497363163,-0.00362858510223597,0.0551809948480071,0.781361643881018,0.99970875222106
"CAALFM_C101010WA",2823.5198320946,-0.000917605280733931,0.0563640434625002,0.871475257007879,0.99970875222106
"CAALFM_C101030WA",4081.74999577116,-0.00040737994953471,0.0565721140268805,0.891676720561078,0.99970875222106
"CAALFM_C101040WA",783.29141578757,0.000250964775804131,0.05644837684228,0.965022507475619,0.99970875222106
"CAALFM_C101050CA",2964.27720636096,0.00589154840702913,0.052829988019544,0.768832442051944,0.99970875222106
"CAALFM_C101060WA",13937.3965503889,-0.0131767011387496,0.055463908496947,0.479184502506318,0.99970875222106
"CAALFM_C101070CA",885.678222370033,0.0368339881932561,0.0660966221500736,0.135177613361594,0.99970875222106
"CAALFM_C101080WA",403.642411253973,-0.000541037378137348,0.0557113248378511,0.954002524129409,0.99970875222106
"CAALFM_C101090CA",965.911306736522,-0.00108921196523639,0.0562579705037051,0.86834339154463,0.99970875222106
"CAALFM_C101100WA",1158.63065950121,0.00385159884824803,0.0560192986552296,0.689971509902428,0.99970875222106
"CAALFM_C101110CA",3110.55274102276,-0.000777101421980798,0.0565485543021567,0.828034306859198,0.99970875222106
"CAALFM_C101130WA",908.794154261173,0.0104595471621765,0.055802562765702,0.488142662612256,0.99970875222106
"CAALFM_C101140CA",1793.24461137021,0.00156064469424038,0.0565251556621683,0.732547948361714,0.99970875222106
"CAALFM_C101150CA",1325.46623164568,-0.000735548871457018,0.0565111802072402,0.856457867035466,0.99970875222106
"CAALFM_C101160CA",992.078229787001,-0.000689330010984063,0.0565290775088831,0.857008618952289,0.99970875222106
"CAALFM_C101170CA",982.03883971702,-0.00164182462232999,0.0563900109293904,0.776328740034543,0.99970875222106
"CAALFM_C101180CA",57.4307830838092,-0.000942231148828833,0.0564283147789729,0.855673228424352,0.99970875222106
"CAALFM_C101190CA",1048.792509454,0.000566639419849416,0.0553783514096711,0.963771456405849,0.99970875222106
"CAALFM_C101200WA",671.350024300583,0.0124559247992087,0.0559612884464031,0.445952927086533,0.99970875222106
"CAALFM_C101210WA",1071.71281375727,0.00530624376362903,0.0555471051124045,0.673513771715591,0.99970875222106
"CAALFM_C101220CA",46.1881171950477,0.00242203689703038,0.0566659906101447,0.421884201996222,0.99970875222106
"CAALFM_C101240WA",497.98242021409,0.000345628312819101,0.0559388444728617,0.971756497438191,0.99970875222106
"CAALFM_C101250WA",3311.91739247659,0.0017640449165111,0.0558729726359482,0.85651919170404,0.99970875222106
"CAALFM_C101260CA",166.241002465878,0.00409103331909473,0.0558301743076478,0.702837357912395,0.99970875222106
"CAALFM_C101270WA",716.139527628113,0.00329190173618167,0.0559226530179976,0.770229771131579,0.99970875222106
"CAALFM_C101280CA",134.590520435642,-0.00722068698039418,0.0557729766286813,0.572039081723558,0.99970875222106
"CAALFM_C101290CA",385.525596985976,0.00197960401716063,0.0563130308792425,0.771387749623708,0.99970875222106
"CAALFM_C101300WA",3160.90591560618,0.00144939410036388,0.0558420507688384,0.885085955596379,0.99970875222106
"CAALFM_C101320WA",4746.19945238578,-0.00259120026028765,0.0554076023062144,0.826474498565241,0.99970875222106
"CAALFM_C101330CA",2293.88372696787,-0.00937452836131967,0.0565525843746102,0.414594435169445,0.99970875222106
"CAALFM_C101340CA",285.815533625544,0.000887944575707029,0.056379292849294,0.87755631383895,0.99970875222106
"CAALFM_C101350CA",31720.5615066547,-0.000956060804887993,0.0564850507905916,0.828835266180604,0.99970875222106
"CAALFM_C101360CA",2963.37340004837,0.00218577713177034,0.056545823003114,0.636711997011075,0.99970875222106
"CAALFM_C101370CA",28694.3624982096,0.0013915410581184,0.0564649355592404,0.588614090513758,0.99970875222106
"CAALFM_C101380CA",1222.67364086831,-0.000406008862545876,0.0565953590031372,0.872984665546045,0.99970875222106
"CAALFM_C101390CA",1003.04819226921,0.00453290029239394,0.0551120357311788,0.747960418096083,0.99970875222106
"CAALFM_C101400CA",1411.94510989786,0.00313090655267147,0.0556323856694092,0.782779540743964,0.99970875222106
"CAALFM_C101420CA",1088.81657230259,-0.00019040131167948,0.0543022901736911,0.979034084753714,0.99970875222106
"CAALFM_C101440CA",54.0526734606725,-0.0034283406599361,0.0566731613697789,0.400997647834917,0.99970875222106
"CAALFM_C101450WA",2727.43996688983,-0.00149606335549908,0.0562147478692689,0.818592028071872,0.99970875222106
"CAALFM_C101460WA",1032.16664851242,0.0137829918515976,0.0559180571365307,0.431151313749628,0.99970875222106
"CAALFM_C101470WA",3011.70384870222,-0.00115133111892737,0.0560862068659273,0.88875293610591,0.99970875222106
"CAALFM_C101480CA",67167.5138817759,-0.00588664970500444,0.0569509021446857,0.791667583019098,0.99970875222106
"CAALFM_C101490WA",7202.1488464644,0.00272621791244821,0.0563481679109785,0.693065722509354,0.99970875222106
"CAALFM_C101510WA",40.3810529878777,0.000578997803954077,0.0565041692550558,0.896748547904227,0.99970875222106
"CAALFM_C101520CA",5658.01704801676,0.0117280865014637,0.0550026765956583,0.514216398759639,0.99970875222106
"CAALFM_C101530CA",8434.79979128767,-0.000543384218475352,0.0564991617806285,0.893319291831828,0.99970875222106
"CAALFM_C101540WA",1138.84096578217,0.0048344772938272,0.056334680246525,0.566320243611959,0.99970875222106
"CAALFM_C101550WA",1056.17521027971,0.0068815021197583,0.054955236731224,0.645849658497201,0.99970875222106
"CAALFM_C101560WA",2218.24467386613,0.00491173090861963,0.0551388390482783,0.717943156392118,0.99970875222106
"CAALFM_C101570CA",1783.87042027386,-0.00191757593483296,0.0561512187514828,0.803976265439309,0.99970875222106
"CAALFM_C101580WA",1862.69169386754,-0.00113756092611717,0.0564507698665906,0.817682714240834,0.99970875222106
"CAALFM_C101590CA",7032.52909870975,0.000357779729718092,0.0538572217031761,0.979830087900667,0.99970875222106
"CAALFM_C101600WA",2389.27699933202,-0.00089764621262639,0.0565088180023727,0.829363706177878,0.99970875222106
"CAALFM_C101610CA",147.105316339798,0.00303323869831873,0.0565721216550052,0.541060642717007,0.99970875222106
"CAALFM_C101620CA",366.998024601482,-0.00215177671305297,0.0560205872598537,0.824512771472434,0.99970875222106
"CAALFM_C101630WA",1069.28528508573,-0.010958719937097,0.056267527920804,0.435107854431445,0.99970875222106
"CAALFM_C101640WA",4730.54075043061,-0.0010369950076213,0.0564954775531335,0.812965859653381,0.99970875222106
"CAALFM_C101650WA",1748.44381739683,0.00131014683835126,0.0564753571658251,0.795159458016883,0.99970875222106
"CAALFM_C101670CA",663.002602346053,0.0166910760643018,0.0564719318993085,0.377752580097308,0.99970875222106
"CAALFM_C101680CA",1078.05598550544,-0.000178594020612592,0.0564860251877274,0.962163446887508,0.99970875222106
"CAALFM_C101690CA",24174.4066119317,-0.00317883930674929,0.0549458397267825,0.764927665245016,0.99970875222106
"CAALFM_C101700WA",1934.5391475822,0.00360603723753896,0.0558136335536443,0.726626190886604,0.99970875222106
"CAALFM_C101710WA",547.396602660991,0.00524975941233807,0.0553199091752598,0.69557385646149,0.99970875222106
"CAALFM_C101720CA",1342.30025555448,-0.00362693355294354,0.0564356330588962,0.585581819396675,0.99970875222106
"CAALFM_C101740WA",44.7280982560204,0.00561637112002245,0.0563979800877559,0.517333436560454,0.99970875222106
"CAALFM_C101750WA",403.524161958228,0.00393406084717676,0.0558579109878636,0.713772478937478,0.99970875222106
"CAALFM_C101760WA",593.620915862336,0.00125655726966006,0.0562031052945578,0.867023718910285,0.99970875222106
"CAALFM_C101770WA",343.260721867946,-0.000961837459227951,0.0544201254784332,0.949885573220838,0.99970875222106
"CAALFM_C101780CA",598.625315600316,0.00686826180860302,0.0556780712227299,0.596168957112651,0.99970875222106
"CAALFM_C101790WA",1780.50557860638,-0.00365817642657988,0.0536910980106586,0.834056678942708,0.99970875222106
"CAALFM_C101800WA",752.702635964446,-0.00388111546495079,0.0545543532949804,0.799448681678956,0.99970875222106
"CAALFM_C101810CA",1806.02548056923,0.00185465360005403,0.0565855727726011,0.629802832480212,0.99970875222106
"CAALFM_C101820CA",604.003690942026,0.00691094165636288,0.0539045145555267,0.709447786101396,0.99970875222106
"CAALFM_C101830CA",1515.25025560645,0.00224985054033629,0.056382426961484,0.723113767881426,0.99970875222106
"CAALFM_C101840CA",638.072509305812,-1.59744122392059e-05,0.0564232162934049,0.992901076188486,0.99970875222106
"CAALFM_C101850CA",691.828066168166,-0.00474645517377409,0.0554628972893051,0.70088428576022,0.99970875222106
"CAALFM_C101860WA",2727.06036972924,-0.000814082372544279,0.0562811459754443,0.897443922085932,0.99970875222106
"CAALFM_C101870CA",8169.16359601994,-0.000828288207317812,0.056260310078061,0.897767935667508,0.99970875222106
"CAALFM_C101880CA",307.74309757067,0.00098681620937642,0.0557221897467652,0.925531599181048,0.99970875222106
"CAALFM_C101890CA",1432.15753374229,0.00450983470000072,0.056536982324688,0.500840329855975,0.99970875222106
"CAALFM_C101900CA",654.428208126365,0.0129101993322906,0.0562172160887922,0.421236827952155,0.99970875222106
"CAALFM_C101910WA",2490.215180246,-8.40405574348522e-05,0.056494150979803,0.976400902536659,0.99970875222106
"CAALFM_C101920WA",791.355125407343,-0.000885704559084679,0.0560769010884954,0.903265420708883,0.99970875222106
"CAALFM_C101940CA",732.17499647289,-0.00352437915969643,0.0562435725674545,0.657912940492771,0.99970875222106
"CAALFM_C101950CA",801.901010419283,-0.0011812979125285,0.0536953749984108,0.942017524670634,0.99970875222106
"CAALFM_C101970WA",1.69000121807329,-0.000285239637493301,0.0566494498569225,0.836755152707569,0.99970875222106
"CAALFM_C101980WA",207.081424421677,0.0155847420093148,0.056670497855832,0.365180193435052,0.99970875222106
"CAALFM_C101990WA",6.05318018615283,-0.00673339968080278,0.0570703628476173,0.149575957774651,0.99970875222106
"CAALFM_C102000WA",1557.64896910606,0.00202991549432505,0.0560980238481887,0.810033409527549,0.99970875222106
"CAALFM_C102010CA",325.267822604866,0.00267421072128228,0.0549308936857497,0.847635782578313,0.99970875222106
"CAALFM_C102020WA",154.43096547731,0.0118547203821882,0.0571822193875261,0.316390022109934,0.99970875222106
"CAALFM_C102030CA",332.361033248974,0.00839751718833793,0.0559904668433446,0.518304085209155,0.99970875222106
"CAALFM_C102040CA",911.691820804988,0.000770786630150174,0.0561671365125392,0.918516349170583,0.99970875222106
"CAALFM_C102050CA",1866.0743141377,0.00454591364777861,0.0564782482370183,0.527651958472901,0.99970875222106
"CAALFM_C102060WA",1203.11652881811,0.000676863466859675,0.0564189797189995,0.904053730312947,0.99970875222106
"CAALFM_C102070WA",20.0201510540313,0.00590191989342185,0.0566791372127136,0.4030005695024,0.99970875222106
"CAALFM_C102080WA",515.603978439051,-0.000912786115507795,0.0564502449439977,0.851416014091561,0.99970875222106
"CAALFM_C102090CA",264.86322000713,-0.000882067292821611,0.0562579776185113,0.893825132199077,0.99970875222106
"CAALFM_C102100WA",314.435944896397,0.000120677816350255,0.0561445815043496,0.990249318812378,0.99970875222106
"CAALFM_C102110CA",601.189136875657,0.00513738229655771,0.0568443445634277,0.248463735169614,0.99970875222106
"CAALFM_C102130CA",518.801697548155,0.00604918322694818,0.0563941793055412,0.507272984061637,0.99970875222106
"CAALFM_C102150WA",180.94284486817,0.00331467884697979,0.0566565202402884,0.432679516066605,0.99970875222106
"CAALFM_C102160WA",178.770979518583,0.00221373283793651,0.0552069450385018,0.863089449987296,0.99970875222106
"CAALFM_C102170CA",80.7803201578475,-0.000858971350104303,0.0562145815217919,0.902344964464237,0.99970875222106
"CAALFM_C102180WA",793.183362107256,0.00414259950916352,0.0557705143549088,0.707788127699889,0.99970875222106
"CAALFM_C102190WA",548.35640572339,-2.73119457558868e-05,0.0565784522988227,0.98517841040359,0.99970875222106
"CAALFM_C102200CA",126.461823072008,-0.00104151034245158,0.0558898417706731,0.908877675047964,0.99970875222106
"CAALFM_C102210WA",853.194398336414,0.00341766372203506,0.0564470552903856,0.599458378853363,0.99970875222106
"CAALFM_C102220CA",458.348913595926,0.0039028976924712,0.0563513702498002,0.607766301464219,0.99970875222106
"CAALFM_C102230WA",2183.87378584879,0.00614361619661632,0.0548830605187571,0.677338574330528,0.99970875222106
"CAALFM_C102240WA",3413.05543925499,0.00125837196820419,0.0558538523345157,0.898264695867837,0.99970875222106
"CAALFM_C102250WA",1546.37426581834,-0.0270961179878286,0.0644411913594248,0.0374938113567031,0.99970875222106
"CAALFM_C102260CA",1888.28135657141,-0.00955878340371197,0.0541223709481623,0.609938163916113,0.99970875222106
"CAALFM_C102270CA",476.115285732773,-0.00369394751289049,0.0567600632811949,0.243415614007503,0.99970875222106
"CAALFM_C102280CA",458.629325154409,0.00604843239911809,0.0536834939247022,0.7665108353689,0.99970875222106
"CAALFM_C102290CA",874.739338980006,-0.00235885166242656,0.0562749298417298,0.738942107550947,0.99970875222106
"CAALFM_C102300WA",269.647121010002,-0.00594584569269502,0.0561153790217137,0.570946726468391,0.99970875222106
"CAALFM_C102310CA",283.815381546999,-0.00669139577643872,0.0561312139793345,0.535994894810092,0.99970875222106
"CAALFM_C102320CA",1442.17295164627,0.00753963543804427,0.0554903419785729,0.591510255137011,0.99970875222106
"CAALFM_C102330CA",19715.3377033408,-0.00197050800402057,0.0564884241883728,0.690420078175269,0.99970875222106
"CAALFM_C102340CA",46.5806565130935,-0.0064144824552902,0.0568230097680007,0.326034323230741,0.99970875222106
"CAALFM_C102350WA",855.912313982898,-0.000461291928384354,0.0562973982322944,0.938736756423833,0.99970875222106
"CAALFM_C102360CA",51.274462176211,0.00152723121286472,0.0561098542857922,0.851143107202617,0.99970875222106
"CAALFM_C102370CA",1401.1650632541,0.00218714691313073,0.0562913515523135,0.759890412243341,0.99970875222106
"CAALFM_C102380CA",139.63728924262,-0.00600830361624249,0.0558202896944328,0.605877351500849,0.99970875222106
"CAALFM_C102390WA",551.475808292576,-0.00210571901629292,0.055288110508052,0.863739041669944,0.99970875222106
"CAALFM_C102400CA",793.691586033886,-0.00269724125321953,0.0563129966886378,0.694468650889285,0.99970875222106
"CAALFM_C102410CA",902.408307074765,-0.0167911853837215,0.0573012414250601,0.323402269890867,0.99970875222106
"CAALFM_C102420CA",9537.89865612296,0.00471614444366101,0.055428683989311,0.712561056952388,0.99970875222106
"CAALFM_C102430CA",4565.78125783437,-0.00161636369581748,0.056345576475166,0.792312200416837,0.99970875222106
"CAALFM_C102440CA",442.425478731736,-0.00772858347666132,0.0563930578796791,0.465427213240745,0.99970875222106
"CAALFM_C102450CA",1041.8384316209,-0.000321549600693938,0.0565742289433309,0.911964747860036,0.99970875222106
"CAALFM_C102460WA",72214.4509013599,-0.00144938770719478,0.0564205990720841,0.785672962153031,0.99970875222106
"CAALFM_C102470WA",240.619384590988,-0.00210428662986302,0.0554321622596264,0.856555879711372,0.99970875222106
"CAALFM_C102480WA",5398.55145173504,-0.0102277563626135,0.0569168253800278,0.408605180644144,0.99970875222106
"CAALFM_C102490CA",655.704921155384,-0.00117105179532909,0.0564523077015807,0.81362569794389,0.99970875222106
"CAALFM_C102500WA",252.406123845742,-0.00591660228906245,0.0562345599870618,0.544163698543838,0.99970875222106
"CAALFM_C102510WA",414.694743261632,-0.00617642868732169,0.0552918827716893,0.655789920839821,0.99970875222106
"CAALFM_C102520WA",3.71743369360036,0.00119827672198003,0.0565695091668414,0.739999671138589,0.99970875222106
"CAALFM_C102530CA",2159.11214588516,-0.00128562587135926,0.0563896200737642,0.819860458390244,0.99970875222106
